CustomerID,LastPurchase,Frequency,Monetary,AvgAmount,Recency,AvgInterval,Last3MonthsPurchases,ChurnFlag
C11945,2025-06-14,2,16800.0,8400.0,140,109.0,0.0,1
C11946,2025-07-31,4,42600.0,10650.0,93,46.333333333333336,0.0,1
C11947,2025-09-07,6,56900.0,9483.333333333334,55,46.6,1.0,0
C11948,2025-10-12,4,48400.0,12100.0,20,66.66666666666667,2.0,0
C11949,2025-10-18,9,117300.0,13033.333333333334,14,21.625,2.0,0
C1195,2025-09-19,11,148700.0,13518.181818181818,43,24.1,5.0,0
C11950,2025-10-17,10,110300.0,11030.0,15,28.444444444444443,3.0,0
C11951,2025-10-09,6,50600.0,8433.333333333334,23,35.8,2.0,0
C11952,2025-07-12,4,47600.0,11900.0,112,50.0,0.0,1
C11953,2025-10-23,8,89000.0,11125.0,9,33.42857142857143,2.0,0
C11954,2025-10-24,7,79300.0,11328.57142857143,8,44.0,2.0,0
C11955,2025-10-14,7,85200.0,12171.42857142857,18,36.833333333333336,4.0,0
C11956,2025-08-08,6,44600.0,7433.333333333333,85,38.2,2.0,0
C11957,2025-09-02,7,71800.0,10257.142857142857,60,34.333333333333336,2.0,0
C11958,2025-10-26,8,57200.0,7150.0,6,37.285714285714285,2.0,0
C11959,2025-10-24,4,35900.0,8975.0,8,95.33333333333333,1.0,0
C1196,2025-10-30,3,33600.0,11200.0,2,42.0,3.0,0
C11960,2025-08-08,5,60900.0,12180.0,85,54.25,1.0,0
C11961,2025-10-29,6,73600.0,12266.666666666666,3,59.4,4.0,0
C11962,2025-10-06,7,72400.0,10342.857142857143,26,46.166666666666664,3.0,0
C11963,2025-09-07,5,52200.0,10440.0,55,38.25,2.0,0
C11964,2025-09-01,9,102500.0,11388.888888888889,61,29.375,3.0,0
C11965,2025-08-01,3,39400.0,13133.333333333334,92,79.0,0.0,1
C11966,2025-09-13,4,53300.0,13325.0,49,62.333333333333336,1.0,0
C11967,2025-09-02,6,71000.0,11833.333333333334,60,39.4,2.0,0
C11968,2025-07-15,5,45000.0,9000.0,109,42.75,0.0,1
C11969,2025-10-27,8,101300.0,12662.5,5,40.857142857142854,1.0,0
C1197,2025-06-13,6,62500.0,10416.666666666666,141,25.0,0.0,1
C11970,2025-08-28,5,45300.0,9060.0,65,59.5,1.0,0
C11971,2025-10-24,7,67700.0,9671.42857142857,8,25.5,5.0,0
C11972,2025-10-28,9,81300.0,9033.333333333334,4,36.375,2.0,0
C11973,2025-10-30,9,106000.0,11777.777777777777,2,37.0,1.0,0
C11974,2025-10-17,3,37000.0,12333.333333333334,15,126.5,1.0,0
C11975,2025-10-25,11,105600.0,9600.0,7,29.0,2.0,0
C11976,2025-09-17,6,81500.0,13583.333333333334,45,48.6,2.0,0
C11977,2025-09-16,2,10800.0,5400.0,46,53.0,1.0,0
C11978,2025-10-22,5,54300.0,10860.0,10,70.5,2.0,0
C11979,2025-08-07,4,34400.0,8600.0,86,62.333333333333336,1.0,0
C1198,2025-09-17,7,70900.0,10128.57142857143,45,42.166666666666664,1.0,0
C11980,2025-09-09,6,81400.0,13566.666666666666,53,44.4,2.0,0
C11981,2025-10-13,9,125500.0,13944.444444444445,19,33.5,2.0,0
C11982,2025-08-03,6,92700.0,15450.0,90,31.8,1.0,0
C11983,2025-10-26,12,108100.0,9008.333333333334,6,22.818181818181817,6.0,0
C11984,2025-09-20,11,126200.0,11472.727272727272,42,21.3,2.0,0
C11985,2025-10-14,5,57800.0,11560.0,18,68.75,2.0,0
C11986,2025-08-12,5,57600.0,11520.0,81,44.75,1.0,0
C11987,2025-10-03,9,82500.0,9166.666666666666,29,31.25,1.0,0
C11988,2025-09-16,9,108800.0,12088.888888888889,46,31.625,3.0,0
C11989,2025-10-02,4,36500.0,9125.0,30,87.0,3.0,0
C1199,2025-10-21,3,39000.0,13000.0,11,85.0,2.0,0
C11990,2025-07-30,2,20500.0,10250.0,94,7.0,0.0,1
C11991,2025-10-03,5,76500.0,15300.0,29,57.75,1.0,0
C11992,2025-10-29,6,71900.0,11983.333333333334,3,52.0,4.0,0
C11993,2025-09-14,8,83400.0,10425.0,48,35.142857142857146,1.0,0
C11994,2025-09-12,5,50400.0,10080.0,50,62.5,1.0,0
C11995,2025-07-30,3,31900.0,10633.333333333334,94,90.5,0.0,1
C11996,2025-06-10,5,48600.0,9720.0,144,37.75,0.0,1
C11997,2025-09-08,7,68400.0,9771.42857142857,54,37.333333333333336,1.0,0
C11998,2025-08-25,4,60900.0,15225.0,68,43.333333333333336,1.0,0
C11999,2025-08-06,4,45700.0,11425.0,87,36.666666666666664,1.0,0
C1200,2025-08-19,5,33300.0,6660.0,74,42.25,1.0,0
C12000,2025-06-27,3,24600.0,8200.0,127,57.0,0.0,1
C12001,2025-04-10,3,19900.0,6633.333333333333,205,31.0,0.0,1
C12002,2025-06-29,5,37900.0,7580.0,125,44.25,0.0,1
C12003,2025-10-22,6,75900.0,12650.0,10,35.8,4.0,0
C12004,2025-08-31,5,41200.0,8240.0,62,52.5,1.0,0
C12005,2025-08-22,5,61100.0,12220.0,71,58.0,1.0,0
C12006,2025-09-24,2,25400.0,12700.0,38,150.0,1.0,0
C12007,2025-10-13,4,35300.0,8825.0,19,78.33333333333333,1.0,0
C12008,2025-10-09,5,61200.0,12240.0,23,56.0,3.0,0
C12009,2025-10-03,6,61800.0,10300.0,29,38.0,3.0,0
C1201,2025-09-28,8,93400.0,11675.0,34,38.57142857142857,3.0,0
C12010,2025-10-14,9,70000.0,7777.777777777777,18,34.75,2.0,0
C12011,2025-09-06,6,61000.0,10166.666666666666,56,49.4,2.0,0
C12012,2025-08-21,6,37400.0,6233.333333333333,72,43.4,1.0,0
C12013,2025-07-20,5,49300.0,9860.0,104,30.0,0.0,1
C12014,2025-06-25,6,84900.0,14150.0,129,30.2,0.0,1
C12015,2025-10-11,12,175300.0,14608.333333333334,21,25.272727272727273,2.0,0
C12016,2025-10-24,4,32000.0,8000.0,8,35.0,2.0,0
C12017,2025-10-06,5,49500.0,9900.0,26,69.25,3.0,0
C12018,2025-10-23,7,88500.0,12642.857142857143,9,45.333333333333336,1.0,0
C12019,2025-05-24,3,22400.0,7466.666666666667,161,26.5,0.0,1
C1202,2025-10-12,4,30700.0,7675.0,20,66.66666666666667,3.0,0
C12020,2025-03-25,4,40800.0,10200.0,221,16.0,0.0,1
C12021,2025-10-14,7,73700.0,10528.57142857143,18,27.666666666666668,4.0,0
C12022,2025-08-21,7,99200.0,14171.42857142857,72,28.166666666666668,1.0,0
C12023,2025-10-19,4,26500.0,6625.0,13,69.66666666666667,2.0,0
C12024,2025-09-20,12,155900.0,12991.666666666666,42,23.545454545454547,2.0,0
C12025,2025-10-22,8,69200.0,8650.0,10,29.857142857142858,5.0,0
C12026,2025-09-10,4,42700.0,10675.0,52,76.33333333333333,1.0,0
C12027,2025-10-01,8,103200.0,12900.0,31,37.142857142857146,2.0,0
C12028,2025-10-11,5,40500.0,8100.0,21,19.0,3.0,0
C12029,2025-09-24,6,48500.0,8083.333333333333,38,50.8,2.0,0
C1203,2025-10-23,9,69100.0,7677.777777777777,9,32.375,2.0,0
C12030,2025-09-19,4,41400.0,10350.0,43,67.0,1.0,0
C12031,2025-10-12,7,95600.0,13657.142857142857,20,41.666666666666664,2.0,0
C12032,2025-07-21,4,30700.0,7675.0,103,33.333333333333336,0.0,1
C12033,2025-09-13,5,57000.0,11400.0,49,51.25,1.0,0
C12034,2025-10-23,7,70900.0,10128.57142857143,9,39.333333333333336,1.0,0
C12035,2025-07-14,5,64900.0,12980.0,110,41.25,0.0,1
C12036,2025-09-09,6,84200.0,14033.333333333334,53,34.2,2.0,0
C12037,2025-09-30,8,70600.0,8825.0,32,36.285714285714285,2.0,0
C12038,2025-10-17,9,90200.0,10022.222222222223,15,32.375,5.0,0
C12039,2025-08-20,3,19800.0,6600.0,73,31.0,1.0,0
C1204,2025-07-24,7,80600.0,11514.285714285714,100,32.666666666666664,0.0,1
C12040,2025-08-31,4,47700.0,11925.0,62,80.0,1.0,0
C12041,2025-10-18,5,51800.0,10360.0,14,58.25,2.0,0
C12042,2025-10-11,8,62600.0,7825.0,21,32.285714285714285,1.0,0
C12043,2025-07-02,4,50600.0,12650.0,122,43.0,0.0,1
C12044,2025-10-17,4,37800.0,9450.0,15,56.333333333333336,2.0,0
C12045,2025-09-29,6,49500.0,8250.0,33,38.4,2.0,0
C12046,2025-09-12,4,40400.0,10100.0,50,79.0,1.0,0
C12047,2025-10-26,9,87900.0,9766.666666666666,6,37.25,3.0,0
C12048,2025-10-30,6,75300.0,12550.0,2,60.0,3.0,0
C12049,2025-09-08,4,35800.0,8950.0,54,36.333333333333336,2.0,0
C1205,2025-07-14,7,70600.0,10085.714285714286,110,27.666666666666668,0.0,1
C12050,2025-08-05,5,62300.0,12460.0,88,50.0,1.0,0
C12051,2025-10-26,8,90000.0,11250.0,6,39.857142857142854,2.0,0
C12052,2025-10-19,3,28900.0,9633.333333333334,13,113.0,1.0,0
C12053,2025-10-03,9,89300.0,9922.222222222223,29,31.25,1.0,0
C12054,2025-10-20,5,46800.0,9360.0,12,35.25,2.0,0
C12055,2025-08-03,5,57700.0,11540.0,90,51.5,1.0,0
C12056,2025-10-24,8,102100.0,12762.5,8,40.142857142857146,3.0,0
C12057,2025-10-11,8,102400.0,12800.0,21,29.428571428571427,5.0,0
C12058,2025-09-13,4,45000.0,11250.0,49,68.66666666666667,1.0,0
C12059,2025-04-08,4,39000.0,9750.0,207,25.333333333333332,0.0,1
C1206,2025-10-22,6,67300.0,11216.666666666666,10,51.4,2.0,0
C12060,2025-10-23,5,27600.0,5520.0,9,59.75,2.0,0
C12061,2025-10-15,5,67100.0,13420.0,17,62.5,2.0,0
C12062,2025-10-10,10,109300.0,10930.0,22,28.666666666666668,4.0,0
C12063,2025-04-15,2,24800.0,12400.0,200,28.0,0.0,1
C12064,2025-04-20,4,24400.0,6100.0,195,15.333333333333334,0.0,1
C12065,2025-04-08,3,8100.0,2700.0,207,42.5,0.0,1
C12066,2025-10-14,7,95400.0,13628.57142857143,18,43.666666666666664,3.0,0
C12067,2025-08-04,4,48600.0,12150.0,89,62.333333333333336,1.0,0
C12068,2025-10-28,9,100700.0,11188.888888888889,4,37.125,1.0,0
C12069,2025-09-04,8,86800.0,10850.0,58,32.857142857142854,3.0,0
C1207,2025-10-24,4,39500.0,9875.0,8,49.666666666666664,1.0,0
C12070,2025-09-15,8,72200.0,9025.0,47,33.57142857142857,3.0,0
C12071,2025-10-30,11,97900.0,8900.0,2,28.2,3.0,0
C12072,2025-10-20,4,33700.0,8425.0,12,34.333333333333336,2.0,0
C12073,2025-08-26,2,25500.0,12750.0,67,130.0,1.0,0
C12074,2025-10-26,7,51900.0,7414.285714285715,6,48.5,1.0,0
C12075,2025-08-24,3,41200.0,13733.333333333334,69,71.0,1.0,0
C12076,2025-10-21,10,88400.0,8840.0,11,24.444444444444443,4.0,0
C12077,2025-07-06,2,25500.0,12750.0,118,178.0,0.0,1
C12078,2025-10-17,6,57200.0,9533.333333333334,15,41.6,2.0,0
C12079,2025-10-21,10,134400.0,13440.0,11,21.666666666666668,4.0,0
C1208,2025-08-19,5,70200.0,14040.0,74,33.0,2.0,0
C12080,2025-09-09,2,21800.0,10900.0,53,52.0,1.0,0
C12081,2025-05-29,6,75600.0,12600.0,156,29.6,0.0,1
C12082,2025-09-21,7,55900.0,7985.714285714285,41,42.833333333333336,2.0,0
C12083,2025-08-25,4,38700.0,9675.0,68,48.333333333333336,1.0,0
C12084,2025-10-22,8,98800.0,12350.0,10,39.142857142857146,3.0,0
C12085,2025-06-09,7,92600.0,13228.57142857143,145,22.5,0.0,1
C12086,2025-10-17,7,94000.0,13428.57142857143,15,39.166666666666664,1.0,0
C12087,2025-08-25,4,71000.0,17750.0,68,41.666666666666664,2.0,0
C12088,2025-10-25,6,61200.0,10200.0,7,52.6,2.0,0
C12089,2025-10-20,8,106800.0,13350.0,12,39.142857142857146,3.0,0
C1209,2025-10-28,4,43900.0,10975.0,4,78.0,2.0,0
C12090,2025-09-26,5,44000.0,8800.0,36,47.25,2.0,0
C12091,2025-10-28,6,78500.0,13083.333333333334,4,53.6,2.0,0
C12092,2025-09-23,4,41000.0,10250.0,39,82.0,1.0,0
C12093,2025-09-03,3,27300.0,9100.0,59,47.0,2.0,0
C12094,2025-09-05,13,92300.0,7100.0,57,20.0,3.0,0
C12095,2025-10-29,13,166400.0,12800.0,3,24.333333333333332,5.0,0
C12096,2025-10-26,10,91900.0,9190.0,6,25.11111111111111,5.0,0
C12097,2025-08-14,9,130000.0,14444.444444444445,79,26.125,1.0,0
C12098,2025-05-14,1,7100.0,7100.0,171,41.833333333333336,0.0,1
C12099,2025-10-14,7,65900.0,9414.285714285714,18,43.0,3.0,0
C1210,2025-10-23,5,41700.0,8340.0,9,56.75,1.0,0
C12100,2025-10-27,4,45300.0,11325.0,5,87.0,1.0,0
C12101,2025-09-08,5,42900.0,8580.0,54,56.75,2.0,0
C12102,2025-08-21,4,22700.0,5675.0,72,66.33333333333333,1.0,0
C12103,2025-08-24,9,91600.0,10177.777777777777,69,27.625,4.0,0
C12104,2025-10-05,4,34000.0,8500.0,27,42.666666666666664,3.0,0
C12105,2025-06-29,7,80900.0,11557.142857142857,125,26.666666666666668,0.0,1
C12106,2025-10-25,8,115100.0,14387.5,7,35.285714285714285,5.0,0
C12107,2025-10-06,7,61300.0,8757.142857142857,26,35.0,4.0,0
C12108,2025-10-19,12,102600.0,8550.0,13,25.818181818181817,3.0,0
C12109,2025-08-18,4,44600.0,11150.0,75,66.0,2.0,0
C1211,2025-10-17,8,102400.0,12800.0,15,39.285714285714285,4.0,0
C12110,2025-10-03,6,59700.0,9950.0,29,54.6,1.0,0
C12111,2025-08-10,8,104100.0,13012.5,83,29.142857142857142,2.0,0
C12112,2025-10-05,7,72100.0,10300.0,27,26.666666666666668,2.0,0
C12113,2025-10-09,5,57200.0,11440.0,23,59.0,3.0,0
C12114,2025-10-26,8,73700.0,9212.5,6,36.57142857142857,4.0,0
C12115,2025-08-25,3,35300.0,11766.666666666666,68,102.5,1.0,0
C12116,2025-10-14,5,43300.0,8660.0,18,66.75,1.0,0
C12117,2025-10-29,7,73600.0,10514.285714285714,3,41.0,4.0,0
C12118,2025-10-13,6,73700.0,12283.333333333334,19,52.4,1.0,0
C12119,2025-10-25,5,52700.0,10540.0,7,59.75,1.0,0
C1212,2025-06-27,5,51400.0,10280.0,127,26.0,0.0,1
C12120,2025-07-31,6,42900.0,7150.0,93,38.6,0.0,1
C12121,2025-10-23,12,159600.0,13300.0,9,23.363636363636363,4.0,0
C12122,2025-10-25,3,34200.0,11400.0,7,80.5,1.0,0
C12123,2025-10-17,7,86700.0,12385.714285714286,15,33.166666666666664,2.0,0
C12124,2025-10-23,10,84200.0,8420.0,9,31.22222222222222,1.0,0
C12125,2025-07-25,2,18200.0,9100.0,99,120.0,0.0,1
C12126,2025-10-24,6,64500.0,10750.0,8,47.4,3.0,0
C12127,2025-09-28,7,88800.0,12685.714285714286,34,43.666666666666664,4.0,0
C12128,2025-10-05,9,120900.0,13433.333333333334,27,31.5,2.0,0
C12129,2025-08-22,5,46400.0,9280.0,71,44.5,1.0,0
C1213,2025-10-27,9,106500.0,11833.333333333334,5,34.125,4.0,0
C12130,2025-10-30,4,22400.0,5600.0,2,95.33333333333333,2.0,0
C12131,2025-10-22,11,89500.0,8136.363636363636,10,29.4,4.0,0
C12132,2025-04-25,1,14500.0,14500.0,190,41.833333333333336,0.0,1
C12133,2025-10-25,8,89000.0,11125.0,7,38.142857142857146,4.0,0
C12134,2025-10-27,7,93600.0,13371.42857142857,5,48.833333333333336,3.0,0
C12135,2025-09-14,4,32400.0,8100.0,48,67.0,2.0,0
C12136,2025-10-01,7,78100.0,11157.142857142857,31,37.666666666666664,1.0,0
C12137,2025-08-16,5,52400.0,10480.0,77,52.25,1.0,0
C12138,2025-09-27,4,45100.0,11275.0,35,82.66666666666667,1.0,0
C12139,2025-09-11,8,102100.0,12762.5,51,35.857142857142854,2.0,0
C1214,2025-10-15,6,68900.0,11483.333333333334,17,33.0,3.0,0
C12140,2025-06-26,4,41700.0,10425.0,128,37.0,0.0,1
C12141,2025-08-13,7,63400.0,9057.142857142857,80,34.5,1.0,0
C12142,2025-06-06,5,28600.0,5720.0,148,21.0,0.0,1
C12143,2025-08-25,9,78200.0,8688.888888888889,68,27.875,2.0,0
C12144,2025-10-21,7,66700.0,9528.57142857143,11,40.333333333333336,4.0,0
C12145,2025-09-04,8,41700.0,5212.5,58,24.142857142857142,5.0,0
C12146,2025-10-02,5,37500.0,7500.0,30,48.5,3.0,0
C12147,2025-10-22,8,68200.0,8525.0,10,34.142857142857146,4.0,0
C12148,2025-10-30,7,97500.0,13928.57142857143,2,44.166666666666664,3.0,0
C12149,2025-05-10,4,35900.0,8975.0,175,38.333333333333336,0.0,1
C1215,2025-10-02,7,69300.0,9900.0,30,37.333333333333336,4.0,0
C12150,2025-09-17,9,105300.0,11700.0,45,30.625,2.0,0
C12151,2025-10-26,15,169000.0,11266.666666666666,6,20.785714285714285,4.0,0
C12152,2025-10-12,5,45100.0,9020.0,20,45.75,2.0,0
C12153,2025-10-06,6,59100.0,9850.0,26,54.0,3.0,0
C12154,2025-10-08,5,42100.0,8420.0,24,64.5,2.0,0
C12155,2025-09-24,5,53000.0,10600.0,38,52.75,3.0,0
C12156,2025-08-18,2,15600.0,7800.0,75,203.0,1.0,0
C12157,2025-08-25,4,52800.0,13200.0,68,28.0,1.0,0
C12158,2025-10-28,7,74700.0,10671.42857142857,4,41.333333333333336,1.0,0
C12159,2025-09-25,9,59900.0,6655.555555555556,37,30.625,5.0,0
C1216,2025-08-25,8,91900.0,11487.5,68,32.42857142857143,1.0,0
C12160,2025-07-07,5,36800.0,7360.0,117,35.5,0.0,1
C12161,2025-10-05,9,116200.0,12911.111111111111,27,26.75,2.0,0
C12162,2025-06-25,7,69300.0,9900.0,129,25.0,0.0,1
C12163,2025-07-25,5,64200.0,12840.0,99,33.5,0.0,1
C12164,2025-04-29,5,67500.0,13500.0,186,26.25,0.0,1
C12165,2025-09-06,6,57600.0,9600.0,56,44.0,1.0,0
C12166,2025-10-23,5,42700.0,8540.0,9,64.0,2.0,0
C12167,2025-03-17,3,24400.0,8133.333333333333,229,32.0,0.0,1
C12168,2025-07-13,8,80100.0,10012.5,111,20.571428571428573,0.0,1
C12169,2025-10-22,12,147500.0,12291.666666666666,10,25.818181818181817,3.0,0
C1217,2025-10-16,3,29100.0,9700.0,16,132.5,1.0,0
C12170,2025-10-20,3,18800.0,6266.666666666667,12,71.5,1.0,0
C12171,2025-10-17,7,67100.0,9585.714285714286,15,48.0,2.0,0
C12172,2025-10-26,8,98200.0,12275.0,6,41.714285714285715,4.0,0
C12173,2025-06-30,6,57400.0,9566.666666666666,124,35.0,0.0,1
C12174,2025-09-08,6,64900.0,10816.666666666666,54,40.0,1.0,0
C12175,2025-10-13,8,96900.0,12112.5,19,40.285714285714285,4.0,0
C12176,2025-08-04,5,58100.0,11620.0,89,53.25,1.0,0
C12177,2025-10-30,6,49200.0,8200.0,2,43.6,4.0,0
C12178,2025-08-20,5,79300.0,15860.0,73,29.25,1.0,0
C12179,2025-08-30,7,79500.0,11357.142857142857,63,36.833333333333336,2.0,0
C1218,2025-10-13,7,88700.0,12671.42857142857,19,37.666666666666664,2.0,0
C12180,2025-10-24,12,165300.0,13775.0,8,24.272727272727273,4.0,0
C12181,2025-10-09,7,82000.0,11714.285714285714,23,34.5,2.0,0
C12182,2025-10-21,7,61400.0,8771.42857142857,11,43.333333333333336,4.0,0
C12183,2025-10-18,4,46300.0,11575.0,14,95.0,2.0,0
C12184,2025-10-16,6,71200.0,11866.666666666666,16,55.4,2.0,0
C12185,2025-10-03,5,59500.0,11900.0,29,68.5,1.0,0
C12186,2025-10-05,7,56500.0,8071.428571428572,27,42.333333333333336,1.0,0
C12187,2025-07-20,5,37500.0,7500.0,104,47.5,0.0,1
C12188,2025-08-28,5,60200.0,12040.0,65,32.0,1.0,0
C12189,2025-09-07,4,31200.0,7800.0,55,65.33333333333333,1.0,0
C1219,2025-10-04,5,47600.0,9520.0,28,49.75,1.0,0
C12190,2025-10-18,3,36800.0,12266.666666666666,14,11.5,3.0,0
C12191,2025-04-20,4,35200.0,8800.0,195,12.666666666666666,0.0,1
C12192,2025-09-16,9,105200.0,11688.888888888889,46,27.0,2.0,0
C12193,2025-10-29,3,29200.0,9733.333333333334,3,150.0,2.0,0
C12194,2025-10-30,13,151900.0,11684.615384615385,2,22.75,6.0,0
C12195,2025-08-15,5,50200.0,10040.0,78,55.5,1.0,0
C12196,2025-09-08,6,60700.0,10116.666666666666,54,46.2,2.0,0
C12197,2025-09-23,5,70500.0,14100.0,39,50.75,2.0,0
C12198,2025-08-29,6,70400.0,11733.333333333334,64,31.2,2.0,0
C12199,2025-09-18,7,78000.0,11142.857142857143,44,40.0,1.0,0
C1220,2025-07-20,3,34600.0,11533.333333333334,104,94.5,0.0,1
C12200,2025-08-31,7,81500.0,11642.857142857143,62,32.333333333333336,1.0,0
C12201,2025-10-06,5,67700.0,13540.0,26,58.75,1.0,0
C12202,2025-08-29,9,77000.0,8555.555555555555,64,29.125,3.0,0
C12203,2025-09-10,6,56700.0,9450.0,52,46.0,2.0,0
C12204,2025-10-17,8,81000.0,10125.0,15,41.285714285714285,1.0,0
C12205,2025-10-07,12,141300.0,11775.0,25,25.181818181818183,4.0,0
C12206,2025-06-26,6,35700.0,5950.0,128,33.6,0.0,1
C12207,2025-08-26,4,40400.0,10100.0,67,26.666666666666668,2.0,0
C12208,2025-07-09,2,30500.0,15250.0,115,108.0,0.0,1
C12209,2025-09-04,7,88500.0,12642.857142857143,58,39.166666666666664,1.0,0
C1221,2025-10-10,9,66700.0,7411.111111111111,22,34.375,5.0,0
C12210,2025-10-29,5,48200.0,9640.0,3,66.25,4.0,0
C12211,2025-09-11,5,38900.0,7780.0,51,25.5,3.0,0
C12212,2025-09-08,8,61700.0,7712.5,54,34.714285714285715,2.0,0
C12213,2025-09-07,2,8700.0,4350.0,55,164.0,1.0,0
C12214,2025-10-15,5,73000.0,14600.0,17,52.25,3.0,0
C12215,2025-10-07,7,60100.0,8585.714285714286,25,43.5,1.0,0
C12216,2025-09-09,9,98000.0,10888.888888888889,53,29.125,2.0,0
C12217,2025-09-09,3,44600.0,14866.666666666666,53,123.0,1.0,0
C12218,2025-09-25,7,57400.0,8200.0,37,40.666666666666664,3.0,0
C12219,2025-07-20,2,5700.0,2850.0,104,94.0,0.0,1
C1222,2025-08-19,6,56500.0,9416.666666666666,74,38.4,1.0,0
C12220,2025-10-28,5,55000.0,11000.0,4,70.5,3.0,0
C12221,2025-08-29,6,71600.0,11933.333333333334,64,46.2,3.0,0
C12222,2025-09-05,7,87100.0,12442.857142857143,57,27.333333333333332,1.0,0
C12223,2025-08-27,4,45500.0,11375.0,66,32.0,1.0,0
C12224,2025-09-05,5,53000.0,10600.0,57,40.75,2.0,0
C12225,2025-09-19,7,72800.0,10400.0,43,42.5,1.0,0
C12226,2025-10-06,5,55600.0,11120.0,26,66.5,4.0,0
C12227,2025-09-27,5,56800.0,11360.0,35,51.0,2.0,0
C12228,2025-08-23,5,61200.0,12240.0,70,34.5,1.0,0
C12229,2025-10-05,7,78700.0,11242.857142857143,27,34.5,2.0,0
C1223,2025-10-08,8,83300.0,10412.5,24,38.857142857142854,4.0,0
C12230,2025-07-12,2,4500.0,2250.0,112,160.0,0.0,1
C12231,2025-10-26,7,74700.0,10671.42857142857,6,45.0,2.0,0
C12232,2025-05-21,4,50800.0,12700.0,164,28.666666666666668,0.0,1
C12233,2025-09-24,6,70500.0,11750.0,38,43.4,2.0,0
C12234,2025-07-13,8,88100.0,11012.5,111,22.714285714285715,0.0,1
C12235,2025-09-24,6,54300.0,9050.0,38,50.8,3.0,0
C12236,2025-08-01,4,44400.0,11100.0,92,67.66666666666667,0.0,1
C12237,2025-10-12,6,48400.0,8066.666666666667,20,51.6,1.0,0
C12238,2025-09-05,5,52600.0,10520.0,57,50.25,2.0,0
C12239,2025-10-14,5,48500.0,9700.0,18,69.5,3.0,0
C1224,2025-09-10,10,98200.0,9820.0,52,27.22222222222222,2.0,0
C12240,2025-10-29,7,88400.0,12628.57142857143,3,45.833333333333336,3.0,0
C12241,2025-10-01,6,75600.0,12600.0,31,48.8,2.0,0
C12242,2025-10-06,9,83900.0,9322.222222222223,26,30.5,4.0,0
C12243,2025-10-30,8,62500.0,7812.5,2,42.857142857142854,2.0,0
C12244,2025-10-17,5,52800.0,10560.0,15,63.25,2.0,0
C12245,2025-10-04,8,68900.0,8612.5,28,39.42857142857143,3.0,0
C12246,2025-10-19,8,79900.0,9987.5,13,41.57142857142857,3.0,0
C12247,2025-08-20,7,65500.0,9357.142857142857,73,37.833333333333336,1.0,0
C12248,2025-10-11,4,36900.0,9225.0,21,36.0,2.0,0
C12249,2025-10-18,3,29900.0,9966.666666666666,14,118.0,1.0,0
C1225,2025-08-12,6,62700.0,10450.0,81,43.8,1.0,0
C12250,2025-08-22,4,40000.0,10000.0,71,39.333333333333336,3.0,0
C12251,2025-10-14,10,122300.0,12230.0,18,26.666666666666668,2.0,0
C12252,2025-08-19,5,50000.0,10000.0,74,48.25,1.0,0
C12253,2025-10-24,6,85200.0,14200.0,8,50.0,3.0,0
C12254,2025-10-05,5,67800.0,13560.0,27,60.75,2.0,0
C12255,2025-10-28,6,74000.0,12333.333333333334,4,54.6,2.0,0
C12256,2025-08-24,4,37400.0,9350.0,69,78.33333333333333,1.0,0
C12257,2025-09-03,4,55100.0,13775.0,59,80.33333333333333,2.0,0
C12258,2025-10-17,5,41400.0,8280.0,15,63.75,1.0,0
C12259,2025-08-28,8,84600.0,10575.0,65,34.0,1.0,0
C1226,2025-09-14,7,71600.0,10228.57142857143,48,41.833333333333336,1.0,0
C12260,2025-10-29,12,126600.0,10550.0,3,26.363636363636363,4.0,0
C12261,2025-08-04,3,36000.0,12000.0,89,10.5,1.0,0
C12262,2025-08-23,9,61400.0,6822.222222222223,70,27.0,2.0,0
C12263,2025-09-18,7,51000.0,7285.714285714285,44,42.5,2.0,0
C12264,2025-09-23,4,36100.0,9025.0,39,84.0,3.0,0
C12265,2025-08-12,5,51100.0,10220.0,81,31.0,1.0,0
C12266,2025-08-30,6,80000.0,13333.333333333334,63,42.6,2.0,0
C12267,2025-10-26,10,81100.0,8110.0,6,31.444444444444443,6.0,0
C12268,2025-09-06,6,71900.0,11983.333333333334,56,44.4,1.0,0
C12269,2025-08-24,6,82300.0,13716.666666666666,69,39.0,2.0,0
C1227,2025-06-11,6,54600.0,9100.0,143,32.0,0.0,1
C12270,2025-09-20,7,62500.0,8928.57142857143,42,23.5,3.0,0
C12271,2025-07-10,5,47400.0,9480.0,114,29.5,0.0,1
C12272,2025-10-23,4,33600.0,8400.0,9,97.0,1.0,0
C12273,2025-09-23,10,70300.0,7030.0,39,17.77777777777778,6.0,0
C12274,2025-08-21,5,52800.0,10560.0,72,49.5,1.0,0
C12275,2025-10-27,8,92900.0,11612.5,5,36.0,2.0,0
C12276,2025-09-23,7,56300.0,8042.857142857143,39,39.666666666666664,3.0,0
C12277,2025-10-08,11,110600.0,10054.545454545454,24,21.1,2.0,0
C12278,2025-10-21,8,60600.0,7575.0,11,34.142857142857146,2.0,0
C12279,2025-10-30,9,99200.0,11022.222222222223,2,34.875,4.0,0
C1228,2025-10-15,9,130500.0,14500.0,17,34.875,2.0,0
C12280,2025-09-28,7,49800.0,7114.285714285715,34,35.0,1.0,0
C12281,2025-08-31,9,97100.0,10788.888888888889,62,27.0,1.0,0
